node	a_force.x	a_force.y	g_force.x	g_force.y	r_force.x	r_force.y	global_speed	move_node.x	move_node.y
0	668114.125000	105433.453125	76.180153	1.039377	70456144.000000	4536908.500000	3.965447	19785.978516	1429.715332
1	27359.505859	47317.074219	31.362829	2.981657	103444264.000000	-5364067.000000	3.965447	13828.723633	-838.180847
2	-52432.343750	20215.447266	-45.076218	3.237455	-156649264.000000	3629179.250000	3.965447	-16935.064453	584.938110
3	-5543.729492	-2574.974854	2.722104	-1.747487	-3132370.750000	7425240.000000	3.965447	-1907.021362	3461.661377
4	506695.062500	415221.250000	76.239983	50.518120	96603072.000000	66174888.000000	3.965447	17894.156250	13458.507812
5	-124999.367188	3293.436523	-37.210846	-22.290056	-145260880.000000	-77994680.000000	3.965447	-14569.058594	-8431.044922
6	1480553.750000	710426.312500	113.888840	38.475861	111249704.000000	52499860.000000	3.965447	21635.837891	10411.504883
7	4815.674805	61138.093750	11.837774	31.323072	5721338.500000	55691904.000000	3.965447	100.724724	13420.875000
8	-613649.562500	-1120104.375000	-36.735100	-112.128990	-91735960.000000	-166705456.000000	3.965447	-11803.037109	-20783.882812
9	-29597.578125	1505.506836	-11.455752	-2.928730	-19066588.000000	-5034504.500000	3.965447	-4049.619141	-1801.322998
10	51461.132812	-4011.282715	29.556667	-2.107467	78627128.000000	-10038327.000000	3.965447	13376.047852	-1022.711182
11	12196.034180	-56061.242188	7.605607	-5.356191	-1998163.125000	15944145.000000	3.965447	-3157.343750	5702.489258
12	-1879352.125000	615385.562500	-157.960983	37.289295	-252670304.000000	109898984.000000	3.965447	-25285.576172	10826.916992
13	-19311.107422	-1855.735596	-3.812067	-1.433967	5082737.000000	8482253.000000	3.965447	3053.520752	3296.678467
14	-53753.554688	26076.863281	-12.594096	7.201777	-52850132.000000	15003778.000000	3.965447	-7521.589844	1942.525269
15	667655.812500	128701.906250	78.930328	13.986923	73802880.000000	19908398.000000	3.965447	18555.550781	7060.910156
16	104156.531250	-24017.535156	38.475586	1.042310	74338384.000000	4092981.250000	3.965447	14444.984375	2215.802979
