node	a_force.x	a_force.y	g_force.x	g_force.y	r_force.x	r_force.y	global_speed	move_node.x	move_node.y
0	-269176.500000	-11623.115234	-75.500999	-8.694775	-131413128.000000	-11423300.000000	1.500000	-14026.939453	-1218.061035
1	-51032.351562	-15229.572266	-29.824625	-11.597060	-23112134.000000	-9816705.000000	1.500000	-5654.420410	-2400.098145
2	51814.062500	8542.304688	41.912193	13.392832	28154434.000000	6840414.000000	1.500000	6411.104004	1556.726440
3	9800.223633	1086.343262	2.134282	-2.108279	1849222.250000	-1723638.000000	1.500000	1429.456665	-1324.519775
4	-412284.000000	-405744.781250	-67.968666	-60.508343	-124337624.000000	-102408304.000000	1.500000	-12015.992188	-9903.117188
5	81159.140625	7464.289062	42.869625	-3.345937	28350688.000000	-1903312.500000	1.500000	6522.296875	-434.909515
6	-364491.593750	-220457.031250	-102.787193	-59.964920	-145852864.000000	-71795040.000000	1.500000	-14026.070312	-6908.186035
7	52650.921875	-141407.015625	6.090036	-30.395912	3928025.750000	-56546148.000000	1.500000	646.663086	-9208.916016
8	194698.390625	224223.781250	72.589661	87.901886	65974608.000000	105527408.000000	1.500000	7255.311523	11595.411133
9	-9729.470703	-3951.286133	-3.976927	-0.429016	-7182986.000000	-634350.687500	1.500000	-3277.241943	-290.832062
10	-78660.851562	1169.684082	-28.268135	-6.474001	-36240448.000000	-5486846.500000	1.500000	-7338.474121	-1108.411377
11	46170.433594	-25016.199219	6.996663	-5.660982	11756862.000000	-8478479.000000	1.500000	3789.277588	-2729.989014
12	490867.062500	-167367.968750	137.402435	-80.009804	134986160.000000	-63140588.000000	1.500000	13567.669922	-6340.128418
13	-9212.349609	-1300.730957	-3.686210	-1.553015	-4072841.250000	-1410555.375000	1.500000	-2404.619629	-831.683777
14	-31103.421875	18475.914062	-13.120494	4.883920	-15125702.000000	4549295.500000	1.500000	-4664.681641	1405.785278
15	-383116.625000	-204871.937500	-68.205147	-37.842529	-129995232.000000	-54713048.000000	1.500000	-13424.102539	-5654.490723
16	-123849.523438	-65863.984375	-33.599392	-15.494538	-57195620.000000	-20635678.000000	1.500000	-8991.658203	-3247.431885
17	406456.531250	557116.687500	139.845474	216.811523	107313144.000000	204967760.000000	1.500000	8660.302734	16523.525391
18	55719.792969	-12979.484375	11.597400	-5.873697	16440233.000000	-9037092.000000	1.500000	4656.765625	-2554.811279
19	-604396.562500	545008.125000	-104.416832	85.569412	-189922864.000000	138385936.000000	1.500000	-15195.184570	11080.208008
20	-49796.859375	108293.445312	-24.909504	50.154922	-14845695.000000	45766960.000000	1.500000	-2626.503662	8089.125488
21	-256055.546875	119013.554688	-158.202148	67.498726	-78176232.000000	17770712.000000	1.500000	-10708.963867	2442.626221
22	-104407.992188	107403.507812	-20.746202	20.263147	-37381708.000000	34755156.000000	1.500000	-6416.024414	5966.995605
23	56607.812500	231144.562500	28.059578	82.350838	23735508.000000	83351488.000000	1.500000	3125.530029	10980.111328
24	44158.171875	15353.708984	13.480989	8.617595	11506594.000000	6152439.000000	1.500000	3908.557617	2087.063721
25	-854384.250000	1080048.875000	-170.929977	215.425018	-244699280.000000	354680160.000000	1.500000	-14464.228516	20955.873047
26	-217995.265625	-193382.968750	-36.185658	-31.537252	-65253024.000000	-56705420.000000	1.500000	-8608.859375	-7481.688477
27	-369374.406250	303639.375000	-74.822868	53.530724	-139386976.000000	83708744.000000	1.500000	-13403.239258	8057.168945
28	11246.185547	-41406.253906	-5.001685	-22.449568	-3096539.250000	-17958894.000000	1.500000	-884.048340	-5157.732422
29	-430999.281250	229986.796875	-138.627487	59.861721	-149043184.000000	55705296.000000	1.500000	-14490.093750	5422.391113
30	10443.663086	-3796.189941	2.464314	-1.710893	3989460.250000	-2115203.750000	1.500000	2301.688477	-1219.346802
31	49859.781250	63162.835938	7.877391	10.341505	11542455.000000	19894720.000000	1.500000	2954.756836	5087.048828
32	-6618.010254	1574.710449	14.753788	2.706610	1101587.625000	493863.281250	1.500000	1222.375244	553.080139
33	23299.785156	2860.196777	5.946110	-3.693749	4797654.500000	-2722785.750000	1.500000	2508.751709	-1415.406982
34	170509.281250	165207.593750	41.729004	32.675533	58836020.000000	46728492.000000	1.500000	8323.440430	6614.809082
35	-166350.671875	-189966.031250	-45.517242	-50.519104	-55748368.000000	-64296976.000000	1.500000	-7411.840332	-8548.135742
36	19991.445312	81328.492188	-16.325869	107.770432	-6983783.000000	41267452.000000	1.500000	-1316.948853	7819.629395
37	42976.304688	14552.404297	27.826338	3.113673	26458656.000000	3883139.000000	1.500000	6270.328125	922.199524
