node	a_force.x	a_force.y	g_force.x	g_force.y	r_force.x	r_force.y	global_speed	move_node.x	move_node.y
0	-418379.156250	387007.875000	69.150459	36.261078	149630256.000000	35485532.000000	10.756619	17594.826172	4832.730469
1	-587972.750000	217254.921875	-31.815899	4.763683	74405136.000000	-2959788.750000	10.756619	4364.223145	1354.163940
2	1084679.250000	-170831.906250	43.792740	9.689414	-121917840.000000	537685.187500	10.756619	4317.354004	-768.084167
3	22568.580078	6799.953125	10.927223	-9.487782	1073319.875000	2233012.750000	10.756619	1931.906006	-1996.404907
4	-87077.062500	155166.125000	70.386467	57.944893	123683360.000000	90955896.000000	10.756619	12698.092773	10342.368164
5	896667.062500	647639.437500	37.095539	22.129812	-99938920.000000	-53022860.000000	10.756619	-4503.158691	-1279.945190
6	1118096.750000	626199.500000	108.356789	48.853901	168881904.000000	93989544.000000	10.756619	15605.305664	9342.416992
7	36577.257812	-437209.000000	17.080866	-30.979803	5916976.500000	38506316.000000	10.756619	369.216888	4304.436523
8	230456.359375	665656.625000	-52.855331	-101.775017	-157332208.000000	-244864800.000000	10.756619	-11026.473633	-15182.727539
9	-2848.480957	19021.582031	2.329582	4.990115	-11634507.000000	196037.421875	10.756619	1632.320190	810.376404
10	-546901.312500	101956.898438	-27.307783	1.409880	59478976.000000	-10332443.000000	10.756619	3352.201172	1979.653564
11	56613.847656	-124218.468750	18.436121	-17.053288	-797670.000000	12634384.000000	10.756619	-1923.644287	653.643250
12	-639508.375000	555413.625000	-151.657135	50.643578	-292980352.000000	123535144.000000	10.756619	-18819.677734	8324.458008
13	-39620.433594	-29621.255859	-9.869326	-14.005873	-426565.906250	1547924.750000	10.756619	-1247.881714	-2230.036377
14	207113.328125	-144372.312500	14.603123	-0.108829	-50769964.000000	12502138.000000	10.756619	2544.145752	512.550537
15	-666599.562500	-161123.234375	68.339439	36.357807	152819824.000000	68622528.000000	10.756619	15392.061523	8803.273438
16	-594556.000000	-153312.328125	-27.506948	-4.081881	47048300.000000	-566767.250000	10.756619	2852.429932	-4117.248535
17	-2560408.250000	-4961398.500000	-101.313095	-239.014725	-130846432.000000	-241362064.000000	10.756619	-12759.618164	-21988.697266
18	-148058.578125	62908.500000	-11.298980	3.116745	35369292.000000	-11161701.000000	10.756619	-1876.063232	-2238.489014
19	-450526.656250	801285.687500	-60.456078	119.242058	-28820834.000000	42811040.000000	10.756619	-4787.862793	5517.408691
20	379787.250000	1254151.500000	11.389399	47.673943	-21214160.000000	-109764024.000000	10.756619	1899.458130	5381.710938
21	2978368.500000	-1973027.500000	-96.047508	169.355713	-426546240.000000	433602720.000000	10.756619	-16346.874023	14003.114258
22	248888.234375	-52647.625000	65.958084	40.956245	-29003906.000000	23204874.000000	10.756619	-3082.673584	-2768.873535
23	301239.437500	518956.406250	22.493927	-93.063339	-44074112.000000	-268209216.000000	10.756619	-1315.712646	-16909.679688
24	-126739.132812	101074.984375	-8.548832	6.374236	6542468.000000	14462582.000000	10.756619	-2380.093018	2614.220703
25	1661293.750000	-1816685.500000	-132.324265	255.368134	-249796640.000000	315804736.000000	10.756619	-10312.042969	10342.827148
26	-1042008.437500	-1088437.500000	-23.908516	-37.160339	41451448.000000	28535664.000000	10.756619	-1728.885376	-5387.153320
27	846378.437500	-457403.156250	88.251251	-31.490513	121120376.000000	-39116204.000000	10.756619	14212.000000	-6479.338867
28	265247.281250	-280956.593750	21.370876	-12.143475	-46072564.000000	28973132.000000	10.756619	-2550.622803	-3182.562988
29	2228698.750000	415825.687500	138.402710	75.947105	300984800.000000	113584320.000000	10.756619	21188.802734	12074.971680
30	9845.051758	-458.757324	0.340743	3.770230	7864806.000000	-5927883.500000	10.756619	-1456.478149	1256.898560
31	255903.718750	26687.960938	27.776970	22.455345	-37062296.000000	62446784.000000	10.756619	-2961.354492	2449.940674
32	-209307.421875	-114428.250000	-10.768270	-12.682926	29309978.000000	22840952.000000	10.756619	-2328.768799	-1378.088501
33	15536.828125	29890.630859	-5.220095	4.458256	25249304.000000	-10647005.000000	10.756619	1723.220703	-844.957275
34	1053680.625000	790624.187500	43.169209	30.836912	-48618488.000000	-48164892.000000	10.756619	5132.148438	2682.513672
35	-1109750.000000	-1308019.125000	-35.242126	-56.877594	55089948.000000	60495808.000000	10.756619	-3315.198242	-5991.092285
36	954895.937500	-2041159.500000	-59.097340	90.215347	-245756528.000000	342445280.000000	10.756619	-10588.993164	14462.965820
37	569032.625000	-27864.837891	26.836613	-4.428267	-67822744.000000	11664020.000000	10.756619	-4081.233154	-644.283813
38	-1281908.500000	-3385354.250000	4.392096	134.859283	94713624.000000	675617152.000000	10.756619	3383.132080	19561.185547
39	-323524.781250	-365580.906250	-22.655357	-20.352890	60530284.000000	56946516.000000	10.756619	4688.575684	985.490356
40	703812.500000	-286186.531250	66.673096	-23.585423	-27953698.000000	-31768996.000000	10.756619	4752.736816	-1264.401733
41	-90785.390625	-17214.335938	-15.566307	-17.367495	-3243408.000000	635723.500000	10.756619	1884.572510	906.938171
