node	a_force.x	a_force.y	g_force.x	g_force.y	r_force.x	r_force.y	global_speed	move_node.x	move_node.y
0	349596.125000	72699.476562	0.293472	-3.109233	-65829352.000000	-5301175.500000	2.486179	4663.926270	437.243042
1	24263.531250	44216.562500	-0.599924	1.438157	-1939443.750000	1026698.875000	2.486179	3013.536621	1546.318970
2	-61642.183594	3044.722656	-1.083656	4.046330	-6310070.500000	-1546067.375000	2.486179	-4271.517578	-1036.684204
3	61.751587	-3089.487305	3.987102	-4.467741	2551978.750000	-2902721.250000	2.486179	606.644470	-1035.813721
4	228485.218750	180030.031250	3.832344	-4.601151	-60187940.000000	-51724568.000000	2.486179	4116.508301	3257.464600
5	-111931.812500	13720.599609	-0.046478	-0.661152	-5349300.500000	2968258.000000	2.486179	-4250.381348	611.705505
6	873897.562500	399632.500000	5.092743	-9.736256	-59571324.000000	-29682912.000000	2.486179	5385.841309	2629.658936
7	18587.541016	6652.765625	8.308959	0.524574	5046789.000000	-32299190.000000	2.486179	119.568962	2689.241943
8	-393886.875000	-731036.500000	15.977829	-11.048103	17521052.000000	25682346.000000	2.486179	-3288.803711	-5418.479004
9	-23814.910156	-404.305176	-7.930085	-1.039372	-9653112.000000	-842721.687500	2.486179	-1134.003418	-93.500618
10	20782.468750	4532.422852	0.602579	-3.738679	-13994579.000000	-2962885.500000	2.486179	2883.452148	326.123627
11	27333.285156	-51558.402344	11.326550	-13.550981	14093544.000000	-13150857.000000	2.486179	719.811768	-1459.239624
12	-1228078.000000	450303.812500	-8.212936	-16.157139	25596258.000000	-9364528.000000	2.486179	-6674.691406	3267.615967
13	-15943.449219	-2901.453125	-6.497223	-4.398749	-5275637.500000	-2696402.000000	2.486179	-708.002441	-753.563232
14	-37152.410156	20567.248047	0.745778	2.953510	-5426996.500000	2757539.250000	2.486179	1900.179810	-350.846039
15	321500.531250	32862.171875	5.516670	-12.365189	-68743488.000000	-34370788.000000	2.486179	4279.967773	1421.735229
16	37041.203125	-32835.320312	2.127224	-5.871196	-29767556.000000	-11878016.000000	2.486179	2889.529541	920.684998
17	-1320370.000000	-3013493.250000	23.609100	-13.521072	32039498.000000	56670240.000000	2.486179	-3812.136963	-7518.748047
18	17365.585938	-13338.726562	0.847258	1.436190	9243082.000000	-4882798.500000	2.486179	-1378.545166	791.428467
19	987049.500000	-491971.156250	6.588791	8.740051	-103340232.000000	85654584.000000	2.486179	4756.646973	-2900.606201
20	45877.476562	-178664.875000	-11.029892	-4.097782	1059852.750000	4712240.000000	2.486179	1651.765015	-4267.608398
21	1375876.750000	-87198.468750	10.603455	34.503689	63724588.000000	-14181945.000000	2.486179	9448.734375	-2117.015869
22	-85885.601562	73639.937500	1.728081	1.935390	-21602634.000000	21598064.000000	2.486179	1851.816772	-1546.252686
23	-133255.000000	-548565.250000	5.505449	-1.674820	3547075.500000	12324160.000000	2.486179	-1592.074707	-5609.992676
24	4599.123047	-5523.246094	-1.194428	2.243263	1036281.312500	1535595.125000	2.486179	-2105.384766	-929.044434
25	2414257.000000	-3580735.750000	-18.305603	-13.334229	-162550128.000000	235670624.000000	2.486179	3514.299805	-5088.138184
26	-24098.718750	-5537.578125	0.092667	-0.106642	-37289780.000000	-30252552.000000	2.486179	2495.981689	2361.531494
