node	a_force.x	a_force.y	g_force.x	g_force.y	r_force.x	r_force.y	global_speed	move_node.x	move_node.y
0	-2315553.250000	-39781.406250	-78.007423	-1.798679	39360032.000000	2076159.000000	11.714125	-11382.139648	-3898.453125
1	-721619.500000	190737.625000	-32.164177	5.924377	129877000.000000	13092432.000000	11.714125	-2016.807129	-577.239868
2	1039018.000000	-209151.781250	45.835499	16.388790	-170262912.000000	13828277.000000	11.714125	2637.458252	-765.468506
3	45312.914062	17664.988281	8.852073	-3.997267	-5372630.000000	8297843.000000	11.714125	-480.186615	276.511566
4	-582650.062500	-308278.875000	82.882423	36.297775	14087359.000000	-2039915.000000	11.714125	-1219.688232	-1696.266113
5	1091416.625000	736661.187500	36.324650	25.791279	-127535584.000000	-57135156.000000	11.714125	2944.921875	801.907959
6	15535.750000	-150952.656250	-88.758499	-84.322693	-26568552.000000	-27206294.000000	11.714125	-27620.009766	-18076.994141
7	123040.375000	-255277.343750	45.685692	-28.793222	-9783953.000000	-9343253.000000	11.714125	875.345825	2104.991455
8	1533575.750000	2731315.500000	82.947083	81.356064	-42323068.000000	-76743904.000000	11.714125	8338.775391	11909.692383
9	25942.693359	23443.830078	2.178153	5.320418	-19493222.000000	-2987420.750000	11.714125	362.798065	241.355392
10	-466874.562500	180092.718750	-28.439354	3.903317	12100663.000000	-32688086.000000	11.714125	1718.545044	935.654602
11	126037.968750	-87711.218750	18.041847	-12.837288	15321341.000000	12236152.000000	11.714125	-1018.160400	15.681958
12	521487.531250	313103.812500	156.511612	-23.010918	-73842840.000000	20205354.000000	11.714125	4892.173828	-3512.182129
13	-18001.630859	-16386.449219	-5.008317	-7.673581	4387554.500000	12085583.000000	11.714125	-34.011974	593.201111
14	288610.656250	-148980.921875	13.729598	6.394521	-78548328.000000	4289970.000000	11.714125	1148.670898	480.626770
15	-2425700.750000	-899760.750000	-67.027863	-41.172939	46441420.000000	10612228.000000	11.714125	-11499.567383	-6475.960449
16	-830062.812500	111899.859375	-18.207151	26.507896	93438672.000000	-41320384.000000	11.714125	-1797.096802	1302.342407
17	-1644559.750000	-3022985.250000	280.126923	49.310005	3463871.750000	-114416864.000000	11.714125	401.883636	-3510.686523
18	-134252.296875	53277.691406	-9.268452	1.379067	54053180.000000	12453082.000000	11.714125	-726.328369	-1005.928223
19	60288.250000	394712.500000	27.599005	156.782272	27299120.000000	-9869349.000000	11.714125	-1887.907837	3176.452637
20	529110.687500	1457429.750000	29.360491	42.458195	-49068892.000000	-183351968.000000	11.714125	1356.358154	2976.817627
21	3840029.250000	-2703215.000000	191.613037	154.615814	-246799696.000000	347172736.000000	11.714125	2075.928223	1535.878906
22	128009.492188	-177974.781250	69.068779	37.099960	9012274.000000	58357076.000000	11.714125	-1569.827637	-1396.064453
23	422291.187500	2317881.000000	38.819862	80.162277	-35110684.000000	-98385864.000000	11.714125	772.955627	13736.132812
24	-124988.625000	148280.890625	-3.760756	12.057861	28206774.000000	-10006725.000000	11.714125	-984.277710	874.470947
25	4432269.000000	-4352468.000000	292.702209	-92.192383	118865112.000000	-96791944.000000	11.714125	15892.534180	-18697.275391
26	-1130360.500000	-1351532.625000	-15.936262	-42.897625	84678328.000000	98897888.000000	11.714125	-1279.791504	-2189.665527
27	757270.375000	-344382.625000	95.313354	-16.444389	59898448.000000	-15943108.000000	11.714125	3133.369385	-1856.481201
28	256020.906250	-311984.718750	24.570555	-14.644918	-22879976.000000	62981816.000000	11.714125	-1106.555542	-1573.202026
29	-3107001.500000	-2417789.000000	-124.060226	-73.441582	161708656.000000	34873748.000000	11.714125	-14525.189453	-8411.620117
